"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6","Source","Hit.accession","Hit.description","Query.length","Hit.length","Max.bit.score","Total.bit.score","Identity","Identity..","Coverage..","Expect","GO.terms","log2FoldChange_Sym0_Apo0","padj_Sym0_Apo0","TM_Helices","Enrichment"
"AIPGENE5130",0.00332362919311058,0.0071829749337949,1.18427422878198,25.5713825939836,25.6285011341811,25.8178742446117,26.1209817792274,25.9814114302081,26.1456006182268,26.9637651632156,24.7994659805433,25.9315040462824,25.2449221494323,NA,24.1976862673144,24.4534957205767,"Swiss-Prot","sp|P05631|ATPG_BOVIN","""ATP synthase subunit gamma, mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3""",297,298,359.76,359.76,"167/281","59.43%","93.94%",1.49e-122,"""GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005739,GO:0005743,GO:0005753,GO:0006139,GO:0006152,GO:0006163,GO:0006164,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009143,GO:0009144,GO:0009145,GO:0009146,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009203,GO:0009205,GO:0009206,GO:0009207,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0015992,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019829,GO:0019866,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0031090,GO:0031966,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0034655,GO:0036442,GO:0042278,GO:0042451,GO:0042454,GO:0042455,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044712,GO:0044763,GO:0044765,GO:0044769,GO:0045259,GO:0045261,GO:0046034,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0046933,GO:0046961,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659,GO:1902600""",NA,NA,"0","ConEnriched"
"AIPGENE13012",0.000330283980041689,0.000995397132510961,1.19135283350921,25.8161807893954,26.189574380624,26.2600906341747,26.4472760774626,25.8318069672744,26.4386089162633,26.9788718519624,25.6106648641253,NA,25.3554351460029,24.9312343100632,24.7926762050242,25.1417493303729,"Swiss-Prot","sp|P47838|RS6_CHICK","40S ribosomal protein S6 OS=Gallus gallus GN=RPS6 PE=2 SV=1",246,249,403.29,403.29,"197/243","81.07%","98.78%",3.87e-141,"""GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005634,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022627,GO:0030529,GO:0032991,GO:0033500,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042274,GO:0042592,GO:0042593,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048878,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0090304,GO:1901360,GO:1901576""",-0.347858413521183,0.00479501036154295,"0","ConEnriched"
"AIPGENE623",0.0158146875306612,0.0294341351491343,1.20589574873447,25.6531261300789,25.7176268446044,26.0014920251003,25.9271209042969,25.5312591837268,25.7019980831758,26.0728846670558,NA,24.6195012025922,NA,NA,NA,NA,"Swiss-Prot","sp|Q8I1F4|FBRL_DROER","rRNA 2'-O-methyltransferase fibrillarin OS=Drosophila erecta GN=Fib PE=3 SV=1",301,345,431.41,431.41,"204/236","86.44%","78.41%",7.16e-150,"""GO:0001651,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0009987,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0030529,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363""",0.636205199118897,6.56644892503574e-05,"0","ConEnriched"
"AIPGENE13029",0.000739751147893885,0.0019756768462044,1.20849691529254,26.5710339374975,27.2026122240203,27.1280565759246,27.2611710287315,27.3324715524054,27.3597582560185,26.7676247337624,25.0117889566078,25.8958850541024,27.0260843886355,25.9939502175007,26.1436098307466,25.7293944315145,"Swiss-Prot","sp|P09010|LAML1_XENLA","Lamin-L(I) OS=Xenopus laevis PE=2 SV=1",575,583,336.26,336.26,"203/522","38.89%","89.22%",1.45e-105,"""GO:0003674,GO:0005198,GO:0005575,GO:0005634,GO:0005637,GO:0005638,GO:0005882,GO:0016020,GO:0019866,GO:0031090,GO:0031965,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044446,GO:0044464""",0.814687957102777,6.99920542146288e-09,"0","ConEnriched"
"AIPGENE14693",0.00749717467462644,0.0148362763892457,1.21726961060001,25.3027067205213,26.0677461328743,25.078805773184,25.8540814198007,25.7937912575695,25.7124675919412,25.1352525636581,NA,24.6806717685372,24.0988372566054,NA,NA,NA,"Swiss-Prot","sp|Q02253|MMSA_RAT","""Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Rattus norvegicus GN=Aldh6a1 PE=1 SV=1""",503,535,766.92,766.92,"346/483","71.64%","96.02%",0,"""GO:0000062,GO:0003674,GO:0003824,GO:0004491,GO:0005488,GO:0005575,GO:0005739,GO:0006082,GO:0006139,GO:0006206,GO:0006208,GO:0006210,GO:0006520,GO:0006573,GO:0006574,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009081,GO:0009083,GO:0009112,GO:0009987,GO:0016054,GO:0016491,GO:0016620,GO:0016787,GO:0016788,GO:0016790,GO:0016903,GO:0018478,GO:0019482,GO:0019484,GO:0019752,GO:0019859,GO:0034641,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0046113,GO:0046395,GO:0046483,GO:0046700,GO:0048037,GO:0050662,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901681""",-1.41255751600252,1.64806230098507e-33,"0","ConEnriched"
"AIPGENE27247",0.00158150823057398,0.00369769006223169,1.22457266703752,24.5931282239682,25.0426673402668,25.5125314102808,25.588791232392,24.9391929174636,25.494918116276,24.6543863282427,23.534747466475,24.0783095619206,25.0098873408114,23.0134665546505,23.7796492758894,24.4689911429499,"Swiss-Prot","sp|Q9Y6A2|CP46A_HUMAN","Cholesterol 24-hydroxylase OS=Homo sapiens GN=CYP46A1 PE=1 SV=1",498,500,332.03,332.03,"169/479","35.28%","96.18%",5.26e-106,"""GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0005506,GO:0005575,GO:0005783,GO:0005789,GO:0006066,GO:0006082,GO:0006629,GO:0006694,GO:0006699,GO:0006706,GO:0006707,GO:0006805,GO:0007399,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008206,GO:0008395,GO:0008610,GO:0009056,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016042,GO:0016053,GO:0016125,GO:0016127,GO:0016491,GO:0016705,GO:0016709,GO:0019752,GO:0020037,GO:0031090,GO:0032502,GO:0032787,GO:0033781,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044712,GO:0044763,GO:0046164,GO:0046394,GO:0046872,GO:0046906,GO:0046914,GO:0048731,GO:0048856,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:0098588,GO:0098589,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1901615,GO:1901616""",NA,NA,"2","ConEnriched"
"AIPGENE7188",0.0247487960086253,0.0425653376378712,1.23078472289335,26.4610079576315,27.3720102874408,27.3114401625557,26.5427710790983,25.7520433113073,26.4983569245215,27.7509954266523,25.0511052442587,25.2736485949314,26.5967005879178,NA,NA,NA,"Swiss-Prot","sp|Q8K1T0|TMPS3_MOUSE","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2",312,453,186.42,186.42,"109/263","41.44%","82.05%",2.94e-53,"""GO:0003008,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0004872,GO:0005044,GO:0005575,GO:0005783,GO:0005789,GO:0006508,GO:0006810,GO:0006873,GO:0006875,GO:0006883,GO:0006897,GO:0006898,GO:0007600,GO:0007605,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009987,GO:0016020,GO:0016021,GO:0016192,GO:0016247,GO:0016787,GO:0017080,GO:0017171,GO:0019538,GO:0019725,GO:0030003,GO:0030004,GO:0031090,GO:0032501,GO:0038024,GO:0042592,GO:0043025,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0048878,GO:0050801,GO:0050877,GO:0050954,GO:0051234,GO:0055065,GO:0055067,GO:0055078,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0070011,GO:0071704,GO:0097458,GO:0098588,GO:0098589""",1.35869688852495,9.13781768318265e-08,"0","ConEnriched"
"AIPGENE17843",0.000463035622557638,0.00134015155956109,1.23217596101368,26.443297069645,26.8752808157429,27.0326035211345,27.1668805234454,26.9014794222607,26.6881171455231,26.4597729117907,25.5777605188559,25.7358767284484,25.5519020396033,NA,NA,NA,"Swiss-Prot","sp|Q9ZH77|MASY_STRC2","Malate synthase OS=Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602) GN=aceB PE=3 SV=1",531,541,511.15,511.15,"264/520","50.77%","95.10%",1.07e-174,"""GO:0003674,GO:0003824,GO:0004474,GO:0005575,GO:0005737,GO:0005975,GO:0006081,GO:0006082,GO:0006097,GO:0006099,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016746,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044723,GO:0044763,GO:0046487,GO:0046912,GO:0071704""",NA,NA,"0","ConEnriched"
"AIPGENE3067",0.0217643101636488,0.0384385800470894,1.23508224128711,27.6814116518924,28.8143095246405,28.2027120526955,27.9694895607423,27.1356622961822,28.0278212700777,28.9026725861052,27.1333403586041,28.0331044994558,27.1411708612806,NA,NA,25.45383350914,"Swiss-Prot","sp|Q76DT2|TX60A_ACTVL","Toxin AvTX-60A OS=Actineria villosa GN=Av60A PE=1 SV=1",947,498,616.3,1197.56,"581/924","62.88%","95.56%",0,"""GO:0001906,GO:0005575,GO:0005576,GO:0008150,GO:0009987,GO:0019835,GO:0031640,GO:0035821,GO:0042151,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044179,GO:0044364,GO:0044424,GO:0044444,GO:0044448,GO:0044464,GO:0044764,GO:0051704,GO:0051715,GO:0065007,GO:0065008""",3.32699270640912,4.4300394252566e-37,"0","ConEnriched"
"AIPGENE14110",0.00199906960127659,0.00449790660287232,1.24838617012887,25.1340388088139,25.864438571788,25.532789336375,24.9439617279468,25.4635946137755,25.4323870353206,26.0638339079353,24.5269662745049,NA,24.5706279544637,23.8077498572154,NA,NA,"Swiss-Prot","sp|Q962Q6|RS24_SPOFR","40S ribosomal protein S24 OS=Spodoptera frugiperda GN=RpS24 PE=2 SV=1",157,132,213.39,213.39,"102/131","77.86%","83.44%",9.7e-70,"""GO:0000166,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034645,GO:0036094,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE2650",0.00308405815656099,0.00670935830748533,1.25582001491596,24.3938315933154,24.1832404257751,24.82994124718,24.7675884688383,25.1688917820735,24.6466296236763,24.6504280347232,NA,23.577513294123,23.3264198701339,NA,NA,NA,"Swiss-Prot","sp|Q9HDX8|ALO_SCHPO","""D-arabinono-1,4-lactone oxidase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=alo1 PE=3 SV=1""",529,461,70.09,70.09,"106/488","21.72%","87.52%",1.57e-11,"""GO:0000166,GO:0003674,GO:0003824,GO:0003885,GO:0005488,GO:0005575,GO:0005739,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008762,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016491,GO:0016614,GO:0016616,GO:0016899,GO:0031090,GO:0031301,GO:0031307,GO:0031966,GO:0032592,GO:0033554,GO:0034599,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044699,GO:0044710,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0097159,GO:1901265,GO:1901363""",NA,NA,"0","ConEnriched"
"AIPGENE5639",0.0251891110893685,0.043209519544948,1.26268630869286,26.3145446372749,26.9919426351635,26.8109700473724,26.1570453262259,27.2002927655292,27.0404938488139,27.4745821266233,26.2651316165228,26.179829040102,27.0817624146085,25.698616755367,23.1287089427682,25.7451601282026,"Swiss-Prot","sp|Q8VEM8|MPCP_MOUSE","""Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1""",348,357,474.55,474.55,"241/352","68.47%","98.28%",5.65e-166,"""GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005739,GO:0005743,GO:0006810,GO:0008150,GO:0009987,GO:0015291,GO:0015293,GO:0016020,GO:0016021,GO:0019866,GO:0022804,GO:0022857,GO:0031090,GO:0031966,GO:0032403,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051234,GO:0055085""",-0.410516201428934,0.0073498633810693,"0","ConEnriched"
"AIPGENE11828",0.00165839453470627,0.00382096469130747,1.26641707735016,25.6303840592752,25.9590715176214,25.7556588474049,26.1672813337125,26.0897598910425,26.0333431767841,25.6768152051108,NA,24.4690231732957,24.8921193292294,NA,NA,NA,"Swiss-Prot","sp|Q6P8X1|SNX6_MOUSE","Sorting nexin-6 OS=Mus musculus GN=Snx6 PE=1 SV=2",403,406,524.63,524.63,"257/402","63.93%","99.01%",0,"""GO:0003674,GO:0005102,GO:0005126,GO:0005160,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005634,GO:0005737,GO:0005768,GO:0006355,GO:0006810,GO:0006886,GO:0008150,GO:0008289,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0010008,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0012506,GO:0015031,GO:0016020,GO:0016192,GO:0016197,GO:0017015,GO:0019219,GO:0019222,GO:0023051,GO:0023057,GO:0030512,GO:0030659,GO:0031090,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031410,GO:0031901,GO:0031982,GO:0034713,GO:0035091,GO:0042147,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0045184,GO:0045892,GO:0045934,GO:0046907,GO:0046983,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051234,GO:0051252,GO:0051253,GO:0051649,GO:0060255,GO:0065007,GO:0071702,GO:0080090,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0098588,GO:1902582,GO:1902679,GO:2000112,GO:2000113,GO:2001141""",NA,NA,"0","ConEnriched"
"AIPGENE9691",0.00302001024594373,0.00661382243861678,1.27726883458105,24.5091017113652,24.7102260167669,25.0854812584509,25.0208887365114,24.9460544428246,24.5378222654272,25.3086752173725,NA,23.7810151914728,24.3491339172223,NA,22.8426183562385,NA,"TrEMBL","tr|C3ZHL4|C3ZHL4_BRAFL","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_122384 PE=4 SV=1",543,534,315.46,315.46,"193/548","35.22%","97.97%",1.68e-96,"""GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016706,GO:0044699,GO:0044710,GO:0051213,GO:0055114""",NA,NA,"0","ConEnriched"
"AIPGENE12496",0.00020894546871564,0.000682971009682464,1.28413812489793,29.0426091546745,29.6578281636006,29.6443716699744,29.5795677776852,29.5387815331195,29.7848642871335,29.9026558712273,28.9442390722144,28.5487563755715,29.2084937651298,28.0095653242156,27.8759521834787,27.8162338327429,"Swiss-Prot","sp|Q90593|GRP78_CHICK","78 kDa glucose-regulated protein OS=Gallus gallus GN=HSPA5 PE=1 SV=1",677,652,1057.74,1057.74,"522/648","80.56%","95.57%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0001932,GO:0001934,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005634,GO:0005783,GO:0005788,GO:0005793,GO:0006508,GO:0006950,GO:0006983,GO:0006984,GO:0006987,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008180,GO:0009267,GO:0009605,GO:0009607,GO:0009893,GO:0009966,GO:0009968,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010562,GO:0010604,GO:0010646,GO:0010648,GO:0010941,GO:0016021,GO:0017015,GO:0017076,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019904,GO:0021589,GO:0021680,GO:0023051,GO:0023057,GO:0030176,GO:0030496,GO:0030512,GO:0030554,GO:0031301,GO:0031323,GO:0031325,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031625,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0032069,GO:0032075,GO:0032268,GO:0032270,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0033674,GO:0034097,GO:0034663,GO:0034976,GO:0035639,GO:0036094,GO:0042149,GO:0042221,GO:0042325,GO:0042327,GO:0042594,GO:0042981,GO:0043021,GO:0043022,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043234,GO:0043549,GO:0044093,GO:0044238,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045859,GO:0045860,GO:0045937,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048532,GO:0048583,GO:0048585,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051174,GO:0051246,GO:0051247,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051603,GO:0051716,GO:0051787,GO:0060255,GO:0060548,GO:0065007,GO:0065009,GO:0070013,GO:0070670,GO:0070887,GO:0071216,GO:0071310,GO:0071345,GO:0071353,GO:0071496,GO:0071704,GO:0080090,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0097159,GO:0097367,GO:1901265,GO:1901363""",1.37545734315225,1.71861854801065e-12,"0","ConEnriched"
"AIPGENE7519",0.000682506174466421,0.0018606081187736,1.28464584751601,25.0171428697878,25.4120963011488,25.3451505580772,25.5915196555879,25.2920125442865,25.9142068212252,25.6310213724399,NA,24.5386911752918,24.9021508017842,NA,23.9822852943377,23.5622941736993,"Swiss-Prot","sp|P70691|UD12_MOUSE","UDP-glucuronosyltransferase 1-2 OS=Mus musculus GN=Ugt1a2 PE=2 SV=1",979,533,303.14,529.62,"324/937","34.58%","92.03%",8.13e-90,"""GO:0003674,GO:0003824,GO:0005575,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0008194,GO:0015020,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098589""",1.39897297307333,4.18345252266209e-08,"1","ConEnriched"
"AIPGENE1900",0.00292961443805498,0.00643731333044187,1.31134855182779,24.9006331448162,25.8275261977851,25.0471279087577,25.1588770967372,25.524407408357,25.5348973051101,25.4581994765366,25.2005649225268,24.070517290719,23.0710159551058,24.1131978865264,NA,NA,"Swiss-Prot","sp|Q95WA0|RL26_LITLI","60S ribosomal protein L26 OS=Littorina littorea GN=RPL26 PE=2 SV=1",145,144,209.53,209.53,"103/143","72.03%","96.55%",3.18e-68,"""GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0015934,GO:0019538,GO:0030529,GO:0032991,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901576""",0.418272178307963,0.00132954474136838,"0","ConEnriched"
"AIPGENE27660",0.0241838674360556,0.0419949320259168,1.32658791613832,26.5851179799446,26.580900435323,26.5051734862721,26.3602605430568,26.8626605045512,26.8190748698146,27.5197133973398,NA,NA,NA,NA,NA,25.4480426232546,"Swiss-Prot","sp|Q0Z8U2|RS3_PIG","40S ribosomal protein S3 OS=Sus scrofa GN=RPS3 PE=2 SV=1",239,243,424.48,424.48,"210/238","88.24%","99.58%",1.07e-149,"""GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005737,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0015935,GO:0019538,GO:0030529,GO:0032991,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE20468",0.0292387286372505,0.0491300376334363,1.33117193742649,24.5716205449625,24.8867457731762,23.922152806956,24.662193350054,24.819137808209,25.2509081008412,25.0295899483329,NA,NA,23.4306160271684,NA,NA,NA,"Swiss-Prot","sp|P36241|RL19_DROME","60S ribosomal protein L19 OS=Drosophila melanogaster GN=RpL19 PE=1 SV=2",208,203,250.75,250.75,"121/155","78.06%","74.52%",1.49e-82,"""GO:0000022,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005840,GO:0006412,GO:0006996,GO:0007017,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0019538,GO:0022402,GO:0030529,GO:0031023,GO:0032991,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0051231,GO:0051297,GO:0051298,GO:0071704,GO:0071840,GO:1901576,GO:1902589,GO:1903047""",-0.499233248090609,7.5357543908298e-06,"1","ConEnriched"
